		total_cases	new_cases	new_cases_smoothed	total_deaths	new_deaths	new_deaths_smoothed	total_cases_per_million	new_cases_per_million	new_cases_smoothed_per_million	total_deaths_per_million	new_deaths_per_million	new_deaths_smoothed_per_million	reproduction_rate	icu_patients	icu_patients_per_million	hosp_patients	hosp_patients_per_million	weekly_icu_admissions	weekly_icu_admissions_per_million	weekly_hosp_admissions	weekly_hosp_admissions_per_million	new_tests	total_tests	total_tests_per_thousand	new_tests_per_thousand	new_tests_smoothed	new_tests_smoothed_per_thousand	positive_rate	tests_per_case	total_vaccinations	people_vaccinated	people_fully_vaccinated	new_vaccinations	new_vaccinations_smoothed	total_vaccinations_per_hundred	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	new_vaccinations_smoothed_per_million	stringency_index	population	population_density	median_age	aged_65_older	aged_70_older	gdp_per_capita	extreme_poverty	cardiovasc_death_rate	diabetes_prevalence	female_smokers	male_smokers	handwashing_facilities	hospital_beds_per_thousand	life_expectancy	human_development_index	
total_vaccinations_per_hundred	1085211.640	3541.366	3927.788	21337.873	108.339	108.703	13521.150	56.928	59.144	234.036	1.176	1.190	-0.300	68.611	1.557	428.318	14.665	1.377	0.177	12.467	0.826	10096.577	2701894.819	97.926	0.678	11886.690	0.708	0.000	13.446	834678.217	492068.282	118165.806	36903.061	38314.448	0.636	0.179	446.221	-9.973	-55519631.333	-19.825	-0.586	-0.398	-0.295	-1259.029	1.032	14.100	0.244	-0.301	-0.497	0.946	-0.102	0.496	-0.000	
people_vaccinated_per_hundred	1752334.153	5991.456	6585.850	34389.886	177.967	177.192	21819.182	94.570	97.812	377.117	1.942	1.951	-0.466	119.706	2.748	750.128	26.004	2.116	0.277	19.500	1.305	17336.093	4481219.065	161.873	1.119	20158.253	1.166	0.000	20.710	1295730.908	767537.343	180479.725	58013.415	60532.279	1.560	0.274	710.358	-14.484	-90397610.166	-32.257	-0.954	-0.648	-0.480	-2047.359	1.678	22.915	0.396	-0.489	-0.803	1.546	-0.166	0.809	-0.000	
people_fully_vaccinated_per_hundred	4887256.767	12480.633	14389.628	96964.391	458.085	465.103	61060.559	225.675	235.826	1064.111	4.891	5.027	-1.623	202.390	4.292	1227.606	38.604	5.296	0.719	34.969	2.879	33682.364	10905983.192	403.768	2.796	42374.210	2.929	0.000	84.713	4398143.232	2552859.262	663558.404	181851.451	188770.309	5.173	3.233	2121.623	-64.330	-241666402.266	-86.583	-2.563	-1.740	-1.291	-5514.178	4.506	61.939	1.073	-1.332	-2.231	4.034	-0.452	2.152	-0.001	
new_vaccinations_smoothed_per_million	2580.622	9.961	10.855	50.339	0.267	0.269	32.070	0.148	0.155	0.552	0.003	0.003	-0.001	0.213	0.005	1.351	0.048	0.005	0.001	0.057	0.003	29.118	7030.431	0.250	0.002	33.509	0.002	0.000	0.021	1669.651	1005.450	218.919	77.894	82.836	0.002	0.001	0.000	-0.014	-136471.227	-0.049	-0.001	-0.001	-0.001	-3.079	0.003	0.034	0.001	-0.001	-0.001	0.002	-0.000	0.001	-0.000	
stringency_index	-2287.797	20.229	18.244	7.899	1.184	1.151	-27.391	0.153	0.142	-0.055	0.007	0.006	0.006	1.904	0.038	9.889	0.214	0.034	0.001	0.616	0.011	111.403	1788.959	0.077	0.001	114.933	0.001	0.000	0.712	-3319.377	-1843.610	-576.003	-122.070	-118.893	-0.004	-0.002	-0.001	-1.174	-7452445.880	-2.064	-0.046	-0.038	-0.029	-119.250	0.113	1.271	0.012	-0.023	-0.043	0.116	-0.008	0.073	0.000	
population	-0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.003	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	0.000	-0.000	-0.000	
population_density	-2978.616	-25.443	-25.509	-78.009	-0.546	-0.548	-34.775	-0.319	-0.319	-0.720	-0.005	-0.005	-0.001	-0.533	-0.011	-3.233	-0.096	-0.011	-0.001	-0.187	-0.008	-85.679	-9884.392	-0.343	-0.002	-93.875	-0.003	0.000	-0.239	-503.547	-307.152	-61.661	-24.992	-27.401	-0.001	-0.000	-0.000	-0.330	-0.172	2138898.937	0.013	0.010	0.008	33.430	-0.031	-0.364	-0.004	0.005	0.012	-0.028	0.003	-0.019	-0.000	
median_age	-230435.924	-1900.476	-1905.123	-5858.171	-39.190	-39.314	-2704.205	-24.172	-24.260	-54.609	-0.365	-0.361	-0.087	-38.681	-0.835	-237.463	-7.287	-0.768	-0.055	-13.280	-0.567	-6304.580	-758438.982	-26.257	-0.185	-6924.869	-0.196	-0.000	-12.525	-41550.104	-25342.291	-5090.847	-2061.177	-2259.703	-0.050	-0.033	-0.008	-27.222	-10.595	113060977.112	35.243	0.753	0.565	2325.442	-2.052	-21.331	-0.214	0.585	0.880	-1.976	0.164	-0.849	0.001	
aged_65_older	-276991.615	-2337.436	-2335.734	-7211.035	-49.135	-49.178	-3239.903	-29.588	-29.588	-66.692	-0.449	-0.441	-0.123	-48.486	-1.032	-295.407	-8.825	-1.002	-0.067	-17.129	-0.699	-7897.452	-919474.291	-31.869	-0.226	-8661.798	-0.240	-0.000	-14.459	-47360.460	-28887.273	-5801.370	-2349.893	-2576.315	-0.058	-0.038	-0.009	-31.038	-14.757	153397150.926	45.394	1.264	0.753	3083.355	-2.757	-29.607	-0.305	0.760	1.131	-2.795	0.205	-1.379	-0.000	
aged_70_older	-360353.908	-3052.826	-3048.977	-9412.388	-64.567	-64.549	-4213.625	-38.682	-38.626	-86.973	-0.590	-0.577	-0.164	-63.770	-1.355	-387.838	-11.532	-1.350	-0.088	-22.965	-0.923	-10334.009	-1197096.865	-41.502	-0.295	-11329.956	-0.313	-0.000	-19.223	-61349.436	-37415.470	-7520.228	-3042.141	-3334.926	-0.075	-0.049	-0.011	-40.171	-19.935	219781009.821	61.529	1.658	1.316	4054.491	-3.678	-40.681	-0.429	0.932	1.474	-3.768	0.278	-2.003	-0.002	
